	Villapol_11_DPI_527	Villapol_11_DPI_528	Villapol_11_DPI_529	Villapol_11_DPI_530	Villapol_11_DPI_531	Villapol_11_DPI_532	Villapol_11_DPI_533	Villapol_11_DPI_534	Villapol_11_DPI_535	Villapol_11_DPI_536	Villapol_11_DPI_537	Villapol_11_DPI_538	Villapol_11_DPI_539	Villapol_11_DPI_540	Villapol_11_DPI_541	Villapol_11_DPI_542	Villapol_11_DPI_543	Villapol_11_DPI_544	Villapol_11_DPI_545	Villapol_11_DPI_546	Villapol_11_DPI_547	Villapol_11_DPI_548	Villapol_11_DPI_549	Villapol_11_DPI_550	Villapol_11_DPI_551	Villapol_11_DPI_552	Villapol_11_DPI_553	Villapol_11_DPI_554	Villapol_11_DPI_555	Villapol_11_DPI_556	Villapol_11_DPI_557	Villapol_11_DPI_558	Villapol_11_DPI_559	Villapol_11_DPI_560	Villapol_11_DPI_561	Villapol_11_DPI_562	Villapol_11_DPI_563	Villapol_11_DPI_564	Villapol_11_DPI_565	Villapol_11_DPI_566	Villapol_11_DPI_567	Villapol_11_DPI_568	Villapol_11_DPI_569	Villapol_11_DPI_570	Villapol_11_DPI_571	Villapol_11_DPI_572	Villapol_11_DPI_573	Villapol_11_DPI_574	Villapol_11_DPI_575	Villapol_11_DPI_576	Villapol_11_DPI_577	Villapol_11_DPI_578	Villapol_11_DPI_579	Villapol_11_DPI_580	Villapol_11_DPI_581	Villapol_11_DPI_582	Villapol_11_DPI_583	Villapol_11_DPI_584	Villapol_11_DPI_585	Villapol_11_DPI_586	Villapol_11_DPI_587	Villapol_11_DPI_588	Villapol_11_DPI_589	Villapol_11_DPI_590	Villapol_11_DPI_591	Villapol_11_DPI_592	Villapol_11_DPI_593	Villapol_11_DPI_594	Villapol_11_DPI_595	Villapol_11_DPI_596	Villapol_11_DPI_597	Villapol_11_DPI_598	Villapol_11_DPI_599	Villapol_527_1DPI	Villapol_527_3DPI	Villapol_527_BA	Villapol_528_1DPI	Villapol_528_3DPI	Villapol_528_BA	Villapol_529_1DPI	Villapol_529_3DPI	Villapol_529_BA	Villapol_530_1DPI	Villapol_531_1DPI	Villapol_532_1DPI	Villapol_533_1DPI	Villapol_533_3DPI	Villapol_533_BA	Villapol_534_1DPI	Villapol_535_1DPI	Villapol_535_3DPI	Villapol_535_BA	Villapol_536_1DPI	Villapol_537_1DPI	Villapol_538_1DPI	Villapol_538_3DPI	Villapol_538_BA	Villapol_539_1DPI	Villapol_539_3DPI	Villapol_539_BA	Villapol_540_1DPI	Villapol_540_3DPI	Villapol_540_BA	Villapol_541_1DPI	Villapol_541_3DPI	Villapol_541_BA	Villapol_542_1DPI	Villapol_543_1DPI	Villapol_544_1DPI	Villapol_545_1DPI	Villapol_546_1DPI	Villapol_546_3DPI	Villapol_546_BA	Villapol_547_1DPI	Villapol_547_3DPI	Villapol_547_BA	Villapol_548_1DPI	Villapol_548_3DPI	Villapol_548_BA	Villapol_549_1DPI	Villapol_549_3DPI	Villapol_549_BA	Villapol_550_1DPI	Villapol_550_3DPI	Villapol_550_BA	Villapol_551_1DPI	Villapol_552_1DPI	Villapol_553_1DPI	Villapol_553_3DPI	Villapol_553_BA	Villapol_554_1DPI	Villapol_555_1DPI	Villapol_556_1DPI	Villapol_557_1DPI	Villapol_557_3DPI	Villapol_557_BA	Villapol_558_1DPI	Villapol_559_1DPI	Villapol_560_1DPI	Villapol_560_3DPI	Villapol_560_BA	Villapol_561_1DPI	Villapol_562_1DPI	Villapol_562_3DPI	Villapol_562_BA	Villapol_563_1DPI	Villapol_563_3DPI	Villapol_563_BA	Villapol_564_1DPI	Villapol_565_1DPI	Villapol_566_1DPI	Villapol_567_1DPI	Villapol_568_1DPI	Villapol_569_1DPI	Villapol_570_1DPI	Villapol_571_1DPI	Villapol_572_1DPI	Villapol_573_1DPI	Villapol_574_1DPI	Villapol_575_1DPI	Villapol_576_1DPI	Villapol_577_1DPI	Villapol_578_1DPI	Villapol_579_1DPI	Villapol_580_1DPI	Villapol_581_1DPI	Villapol_582_1DPI	Villapol_583_1DPI	Villapol_584_1DPI	Villapol_585_1DPI	Villapol_586_1DPI	Villapol_587_1DPI	Villapol_587_3DPI	Villapol_587_BA	Villapol_588_1DPI	Villapol_589_1DPI	Villapol_589_3DPI	Villapol_589_BA	Villapol_590_1DPI	Villapol_591_1DPI	Villapol_592_1DPI	Villapol_592_3DPI	Villapol_592_BA	Villapol_593_1DPI	Villapol_593_3DPI	Villapol_593_BA	Villapol_594_1DPI	Villapol_595_1DPI	Villapol_596_1DPI	Villapol_597_1DPI	Villapol_597_3DPI	Villapol_597_BA	Villapol_598_1DPI	Villapol_599_1DPI	Villapol_600_1DPI	Villapol_601_1DPI	Villapol_602_1DPI	Villapol_603_1DPI	Villapol_604_1DPI	Villapol_605_1DPI	Villapol_606_1DPI	Villapol_606_3DPI	Villapol_606_BA	Villapol_607_1DPI	Villapol_608_1DPI	Villapol_609_1DPI	Villapol_610_1DPI	Villapol_611_1DPI	Villapol_612_1DPI	Villapol_612_3DPI	Villapol_612_BA	Villapol_613_1DPI	Villapol_614_1DPI	Villapol_614_3DPI	Villapol_614_BA	Villapol_615_1DPI	Villapol_616_1DPI	Villapol_616_3DPI	Villapol_616_BA	Villapol_617_1DPI	Villapol_618_1DPI	Villapol_618_3DPI	Villapol_618_BA	Villapol_619_1DPI	Villapol_619_3DPI	Villapol_619_BA	Villapol_620_1DPI	Villapol_620_3DPI	Villapol_620_BA	Villapol_621_1DPI	Villapol_621_3DPI	Villapol_621_BA	Villapol_622_1DPI	Villapol_622_3DPI	Villapol_622_BA	Villapol_623_1DPI	Villapol_623_3DPI	Villapol_623_BA	Villapol_624_1DPI	Villapol_624_3DPI	Villapol_624_BA	Villapol_625_1DPI	Villapol_625_3DPI	Villapol_625_BA	Villapol_626_1DPI	Villapol_626_3DPI	Villapol_626_BA	Villapol_627_1DPI	Villapol_627_3DPI	Villapol_627_BA	Villapol_628_1DPI	Villapol_628_3DPI	Villapol_628_BA	Villapol_629_1DPI	Villapol_629_3DPI	Villapol_629_BA	Villapol_630_1DPI	Villapol_630_3DPI	Villapol_630_BA	Villapol_631_1DPI	Villapol_631_3DPI	Villapol_631_BA	Villapol_632_1DPI	Villapol_632_3DPI	Villapol_632_BA	Villapol_633_1DPI	Villapol_633_3DPI	Villapol_633_BA	Villapol_634_1DPI	Villapol_634_3DPI	Villapol_634_BA	Villapol_635_1DPI	Villapol_635_3DPI	Villapol_635_BA	Villapol_636_1DPI	Villapol_636_3DPI	Villapol_636_BA	Villapol_637_1DPI	Villapol_637_3DPI	Villapol_637_BA
g__Glutamicibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Glycomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Granulimonas	0	0	0	0	0	0	0	0	0	0	45	0	61	0	0	32	78	10	0	0	26	10	14	0	0	0	0	0	0	0	0	19	115	8	0	0	0	0	0	0	19	220	86	138	67	788	163	703	226	459	936	354	5371	69	524	28	0	6	82	24	69	0	0	120	54	77	179	93	1013	387	195	14	41	0	0	0	0	0	0	0	0	7	0	0	0	0	0	213	0	0	0	190	0	0	0	0	7	0	0	8	0	0	8	0	0	0	0	0	0	0	0	0	46	0	0	13	0	0	0	0	0	26	0	0	6	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	130	118	0	0	0	15	0	4	0	0	57	0	0	93	0	0	0	0	0	884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	11	0	0	0	243	0	0	35	0	0	20	0	0	17	0	0	121	0	0	40	0	0	13	5	20	93	0	0	139	0	90	6	0	0	21	0	0	24	0	0	57	0	0	15	0	0	36	0	0	95	0	0	19	0	0	133	0	0	115	0	0	0
g__Haemophilus_D_735815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Hathewaya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Hominilimicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	50	0	0	12	0	0	0	0	0	10	0	0	0	18	0	0	0	0	0	0	0	25	0	0	21	0	0	28	0	0	0	0	0	0	18	0	0	32	0	58	0	0	12	22	0	0	0	0	0	0	0	14	0	0	0	0	0	42	0	0	0	0	15	0	0	0	11	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	15	0	0	359	0	0	0	0	0	0	0	0	16	0	0	2	0	0	6	0	0	10	0	0	6	0	0	0	0	0	0	0	0	11	0	0	2	0	0	16	0	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	21	0	0	16	0	0	18	0	31	6	0	0	0
g__Hominisplanchenecus_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	59	19	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	9	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	9	0	0	27	0
g__Ileibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3552	3531	3768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__JAGBWK01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__JC017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	20	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	8	0	0	27	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Jeotgalibaca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Kineothrix	0	46	0	0	45	0	3	15	0	0	0	0	0	0	0	0	0	14	4	0	0	8	16	0	0	0	39	5	0	0	0	0	0	0	0	0	19	0	0	8	0	4	19	0	0	0	6	0	0	0	10	0	0	0	0	0	17	8	0	0	7	0	0	0	0	0	0	0	0	0	0	0	15	0	0	5	0	0	7	0	0	8	0	0	0	0	0	5	0	0	0	4	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	9	0	0	0	0	8	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	12	8	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	2	0	0	8	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	8	0	0	7	0	0	9	0	0	24	0	0	9	0	0	0	0	14	0	0	0	10
g__Klebsiella_724518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2544	16456	4761	0	9717	5430	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Kroppenstedtia_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
g__Kurthia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Lachnoclostridium_A_184689	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Lachnoclostridium_B	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	13	10	0	0	0	0	0	0	0	0	14	35	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Lachnospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
